ORF_ID	ARO	Database	Cut_Off	Drugs	Drug Classes	Original Drug Classes
1028094338|WP_063851347.1|1|1|lsa(C)|lsa(C)|target_protection|2|LINCOSAMIDE/STREPTOGRAMIN|LINCOSAMIDE/STREPTOGRAMIN|ABC-F_type_ribosomal_protection_protein_Lsa(C)	3003112	ncbi	Perfect	['lincomycin', 'clindamycin', 'pleuromutilin']	['lincosamide antibiotic', 'lincosamide antibiotic', 'pleuromutilin antibiotic']	LINCOSAMIDE/STREPTOGRAMIN
1028094339|WP_063851348.1|1|1|mecA|mecA|insensitivity|2|METHICILLIN|BETA-LACTAM|PBP2a_family_beta-lactam-resistant_peptidoglycan_transpeptidase_MecA	3000617	ncbi	Strict	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
1028095729|WP_063852617.1|1|1|mecA|mecA|insensitivity|2|METHICILLIN|BETA-LACTAM|PBP2a_family_beta-lactam-resistant_peptidoglycan_transpeptidase_MecA	3000617	ncbi	Strict	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
1028095738|WP_063852626.1|1|1|mecA|mecA|insensitivity|2|METHICILLIN|BETA-LACTAM|PBP2a_family_beta-lactam-resistant_peptidoglycan_transpeptidase_MecA	3000617	ncbi	Strict	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
1028095782|WP_063852670.1|1|1|mecA-ceftar|mecA-ceftar|insensitivity|2|CEFTAROLINE/METHICILLIN|BETA-LACTAM|ceftaroline-resistant_PBP2a_family_peptidoglycan_transpeptidase_MecA	3000617	ncbi	Strict	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
1028095789|WP_063852677.1|1|1|mecA-ceftar|mecA-ceftar|insensitivity|2|CEFTAROLINE/METHICILLIN|BETA-LACTAM|ceftaroline-resistant_PBP2a_family_peptidoglycan_transpeptidase_MecA	3000617	ncbi	Strict	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
1028095795|WP_063852683.1|1|1|mecA-ceftar|mecA-ceftar|insensitivity|2|CEFTAROLINE/METHICILLIN|BETA-LACTAM|ceftaroline-resistant_PBP2a_family_peptidoglycan_transpeptidase_MecA	3000617	ncbi	Strict	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
1028095806|WP_063852694.1|1|1|mecA2|mecA2|insensitivity|2|METHICILLIN|BETA-LACTAM|PBP2a_family_beta-lactam-resistant_peptidoglycan_transpeptidase_MecA2	3000617	ncbi	Loose	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
1028095812|WP_063852700.1|1|1|mecA2|mecA2|insensitivity|2|METHICILLIN|BETA-LACTAM|PBP2a_family_beta-lactam-resistant_peptidoglycan_transpeptidase_MecA2	3000617	ncbi	Loose	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
1028095822|WP_063852710.1|1|1|mecB|mecB|insensitivity|2|METHICILLIN|BETA-LACTAM|PBP2a_family_beta-lactam-resistant_peptidoglycan_transpeptidase_MecB	3003440	ncbi	Strict	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
1028096836|WP_063853554.1|1|1|mef(A)|mef(A)|efflux|2|AZITHROMYCIN/ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A)	3000616	ncbi	Loose	['erythromycin', 'telithromycin']	['macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028096845|WP_063853563.1|1|1|mef(A)|mef(A)|efflux|2|AZITHROMYCIN/ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A)	3000616	ncbi	Loose	['erythromycin', 'telithromycin']	['macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028096862|WP_063853574.1|1|1|mef(A)|mef(A)|efflux|2|AZITHROMYCIN/ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A)	3000616	ncbi	Loose	['erythromycin', 'telithromycin']	['macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028096886|WP_063853591.1|1|1|mef(A)|mef(A)|efflux|2|AZITHROMYCIN/ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A)	3000616	ncbi	Strict	['erythromycin', 'telithromycin']	['macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028096901|WP_063853602.1|1|1|mef(A)|mef(A)|efflux|2|AZITHROMYCIN/ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A)	3000616	ncbi	Loose	['erythromycin', 'telithromycin']	['macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028096928|WP_063853625.1|1|1|mef(A)|mef(A)|efflux|2|AZITHROMYCIN/ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A)	3000616	ncbi	Strict	['erythromycin', 'telithromycin']	['macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028096935|WP_063853632.1|1|1|mef(A)|mef(A)|efflux|2|AZITHROMYCIN/ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A)	3000616	ncbi	Strict	['erythromycin', 'telithromycin']	['macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028096941|WP_063853638.1|1|1|mef(A)|mef(A)|efflux|2|AZITHROMYCIN/ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A)	3000616	ncbi	Loose	['erythromycin', 'telithromycin']	['macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028096951|WP_063853648.1|1|1|mef(A)|mef(A)|efflux|2|AZITHROMYCIN/ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A)	3000616	ncbi	Loose	['erythromycin', 'telithromycin']	['macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028096985|WP_063853682.1|1|1|mef(A)|mef(A)|efflux|2|AZITHROMYCIN/ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A)	3000616	ncbi	Loose	['erythromycin', 'telithromycin']	['macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028096992|WP_063853689.1|1|1|mef(A)|mef(A)|efflux|2|AZITHROMYCIN/ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A)	3000616	ncbi	Loose	['erythromycin', 'telithromycin']	['macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028097001|WP_063853698.1|1|1|mef(A)|mef(A)|efflux|2|AZITHROMYCIN/ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A)	3000616	ncbi	Loose	['erythromycin', 'telithromycin']	['macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028097008|WP_063853705.1|1|1|mef(A)|mef(A)|efflux|2|AZITHROMYCIN/ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A)	3000616	ncbi	Loose	['erythromycin', 'telithromycin']	['macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028097016|WP_063853713.1|1|1|mef(A)|mef(A)|efflux|2|AZITHROMYCIN/ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A)	3000616	ncbi	Strict	['erythromycin', 'telithromycin']	['macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028097032|WP_063853729.1|1|1|mef(En2)|mef(En2)|efflux|2|MACROLIDE|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(En2)	3004659	ncbi	Perfect	['lincomycin']	['lincosamide antibiotic']	MACROLIDE
1028097043|WP_063853740.1|1|1|mgt|mgt|glycosylation|2|ERYTHROMYCIN/TYLOSIN|MACROLIDE|macrolide-inactivating_glycosyltransferase	3000462	ncbi	Strict	['erythromycin', 'tylosin', 'azithromycin', 'methymycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028097157|WP_063853854.1|1|1|mph(A)|mph(A)|phosphotransferase|2|AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN|MACROLIDE|Mph(A)_family_macrolide_2'-phosphotransferase	3000316	ncbi	Strict	['erythromycin', 'roxithromycin', 'telithromycin', 'clarithromycin', 'azithromycin', 'dirithromycin', 'oleandomycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028097169|WP_063853866.1|1|1|mph(A)|mph(A)|phosphotransferase|2|AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN|MACROLIDE|Mph(A)_family_macrolide_2'-phosphotransferase	3000316	ncbi	Strict	['erythromycin', 'roxithromycin', 'telithromycin', 'clarithromycin', 'azithromycin', 'dirithromycin', 'oleandomycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028097184|WP_063853881.1|1|1|mph(C)|mph(C)|phosphotransferase|2|ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN|MACROLIDE|Mph(C)_family_macrolide_2'-phosphotransferase	3000319	ncbi	Perfect	['erythromycin', 'roxithromycin', 'telithromycin', 'clarithromycin', 'tylosin', 'spiramycin', 'azithromycin', 'dirithromycin', 'oleandomycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028097195|WP_063853892.1|1|1|mph(C)|mph(C)|phosphotransferase|2|ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN|MACROLIDE|Mph(C)_family_macrolide_2'-phosphotransferase	3000319	ncbi	Strict	['erythromycin', 'roxithromycin', 'telithromycin', 'clarithromycin', 'tylosin', 'spiramycin', 'azithromycin', 'dirithromycin', 'oleandomycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028097434|WP_063854131.1|1|1|mph(C)|mph(C)|phosphotransferase|2|ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN|MACROLIDE|Mph(C)_family_macrolide_2'-phosphotransferase	3000319	ncbi	Strict	['erythromycin', 'roxithromycin', 'telithromycin', 'clarithromycin', 'tylosin', 'spiramycin', 'azithromycin', 'dirithromycin', 'oleandomycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028097440|WP_063854137.1|1|1|mph(C)|mph(C)|phosphotransferase|2|ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN|MACROLIDE|Mph(C)_family_macrolide_2'-phosphotransferase	3000319	ncbi	Strict	['erythromycin', 'roxithromycin', 'telithromycin', 'clarithromycin', 'tylosin', 'spiramycin', 'azithromycin', 'dirithromycin', 'oleandomycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028097453|WP_063854150.1|1|1|mph(C)|mph(C)|phosphotransferase|2|ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN|MACROLIDE|Mph(C)_family_macrolide_2'-phosphotransferase	3000319	ncbi	Strict	['erythromycin', 'roxithromycin', 'telithromycin', 'clarithromycin', 'tylosin', 'spiramycin', 'azithromycin', 'dirithromycin', 'oleandomycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028097615|WP_063854312.1|1|1|msr(A)|msr(A)|target_protection|2|ERYTHROMYCIN/STREPTOGRAMIN_B|MACROLIDE/STREPTOGRAMIN|ABC-F_type_ribosomal_protection_protein_Msr(A)	3000251	ncbi	Perfect	['erythromycin', 'quinupristin']	['macrolide antibiotic', 'streptogramin antibiotic']	MACROLIDE/STREPTOGRAMIN
1028097620|WP_063854317.1|1|1|msr(A)|msr(A)|target_protection|2|ERYTHROMYCIN/STREPTOGRAMIN_B|MACROLIDE/STREPTOGRAMIN|ABC-F_type_ribosomal_protection_protein_Msr(A)	3000251	ncbi	Strict	['erythromycin', 'quinupristin']	['macrolide antibiotic', 'streptogramin antibiotic']	MACROLIDE/STREPTOGRAMIN
1028097644|WP_063854341.1|1|1|msr(A)|msr(A)|target_protection|2|ERYTHROMYCIN/STREPTOGRAMIN_B|MACROLIDE/STREPTOGRAMIN|ABC-F_type_ribosomal_protection_protein_Msr(A)	3000251	ncbi	Strict	['erythromycin', 'quinupristin']	['macrolide antibiotic', 'streptogramin antibiotic']	MACROLIDE/STREPTOGRAMIN
1028097652|WP_063854349.1|1|1|msr(C)|msr(C)|target_protection|2|AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN_B/TYLOSIN|MACROLIDE/STREPTOGRAMIN|ABC-F_type_ribosomal_protection_protein_Msr(C)	3002819	ncbi	Loose	['erythromycin', 'quinupristin']	['macrolide antibiotic', 'streptogramin antibiotic']	MACROLIDE/STREPTOGRAMIN
1028097810|WP_063854488.1|1|1|mupB|mupB|insensitivity|2|MUPIROCIN|MUPIROCIN|mupirocin-resistant_isoleucine--tRNA_ligase_MupB	3000510	ncbi	Perfect	['mupirocin']	['mupirocin-like antibiotic']	MUPIROCIN
1028097813|WP_063854489.1|1|1|myrA|myrA|target_modification|2|TYLOSIN|MACROLIDE|23S_rRNA_(guanine(748)-N(1))-methyltransferase_MyrA	3001300	ncbi	Perfect	['tylosin', 'mycinamicin']	['macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028097816|WP_063854490.1|1|1|nimB|nimB|nitroimidazole_reductase|2|NITROIMIDAZOLE|NITROIMIDAZOLE|5-nitroimidazole_reductase_NimB	3004655	ncbi	Perfect	['metronidazole']	['nitroimidazole antibiotic']	NITROIMIDAZOLE
1028097818|WP_063854491.1|1|1|nimC|nimC|nitroimidazole_reductase|2|NITROIMIDAZOLE|NITROIMIDAZOLE|5-nitroimidazole_reductase_NimC	3007105	ncbi	Perfect	['metronidazole']	['nitroimidazole antibiotic']	NITROIMIDAZOLE
1028097819|WP_063854492.1|1|1|nimD|nimD|nitroimidazole_reductase|2|NITROIMIDAZOLE|NITROIMIDAZOLE|5-nitroimidazole_reductase_NimD	3007106	ncbi	Perfect	['metronidazole']	['nitroimidazole antibiotic']	NITROIMIDAZOLE
1028097838|WP_063854493.1|1|1|nshR|nshR|target_modification|2|THIOSTREPTON|THIOSTREPTON|NshR_family_nosiheptide/thiostrepton_resistance_23S_rRNA_methyltransferase	3003060	ncbi	Loose	['thiostrepton']	['peptide antibiotic']	THIOSTREPTON
1028097842|WP_063854494.1|1|1|ole(B)|ole(B)|target_protection|2|OLEANDOMYCIN|MACROLIDE|ABC-F_type_ribosomal_protection_protein_Ole(B)	3003036	ncbi	Perfect	['oleandomycin']	['macrolide antibiotic']	MACROLIDE
1028097844|WP_063854495.1|1|1|oleD|oleD|glycosylation|2|ERYTHROMYCIN/OLEANDOMYCIN/TYLOSIN|MACROLIDE|oleandomycin_glycosyltransferase_OleD	3000865	ncbi	Perfect	['erythromycin', 'tylosin']	['macrolide antibiotic', 'macrolide antibiotic']	MACROLIDE
1028097848|WP_063854496.1|1|1|optrA|optrA|target_protection|2|FLORFENICOL/OXAZOLIDINONE|PHENICOL/OXAZOLIDINONE|ABC-F_type_ribosomal_protection_protein_OptrA	3003746	ncbi	Perfect	['linezolid', 'chloramphenicol', 'florfenicol', 'tedizolid']	['oxazolidinone antibiotic', 'oxazolidinone antibiotic', 'phenicol antibiotic', 'phenicol antibiotic']	PHENICOL/OXAZOLIDINONE
1028097902|WP_063854497.1|1|1|otr(A)|otr(A)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Otr(A)	3002891	ncbi	Perfect	['oxytetracycline']	['tetracycline antibiotic']	TETRACYCLINE
1028097903|WP_063854498.1|1|1|otr(A)|otr(A)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Otr(A)	3007127	ncbi	Perfect	['tetracycline']	['tetracycline antibiotic']	TETRACYCLINE
1028097905|WP_063854500.1|1|1|otr(B)|otr(B)|efflux|2|TETRACYCLINE|TETRACYCLINE|oxytetracycline_resistance_efflux_MFS_transporter_OtrB	3002892	ncbi	Perfect	['tetracycline']	['tetracycline antibiotic']	TETRACYCLINE
1028097906|WP_063854501.1|1|1|blaPEN-I|blaPEN-I|hydrolase|2|BETA-LACTAM|BETA-LACTAM|PEN-I_family_class_A_beta-lactamase	3009007	ncbi	Loose	['penicillin beta-lactam']	['beta-lactam antibiotic']	BETA-LACTAM
1028097907|WP_063854502.1|1|1|pexA|pexA|efflux|2|PHENICOL|PHENICOL|phenicol_efflux_MFS_transporter_PexA	3004666	ncbi	Perfect	['chloramphenicol', 'florfenicol']	['phenicol antibiotic', 'phenicol antibiotic']	PHENICOL
1028097908|WP_063854503.1|1|1|qacB|qacB|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_MFS_transporter_QacB	3003047	ncbi	Perfect	['fluoroquinolone antibiotic']	['fluoroquinolone antibiotic']	QUATERNARY_AMMONIUM
1028098183|WP_063854743.1|1|1|SMR_efflux_smr|SMR_efflux_smr|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|multidrug_efflux_SMR_transporter_Smr	3003063	ncbi	Loose	['streptomycin', 'tetracycline', 'chloramphenicol']	['aminoglycoside antibiotic', 'tetracycline antibiotic', 'phenicol antibiotic']	QUATERNARY_AMMONIUM
1028098233|WP_063854778.1|1|1|qepA5|qepA|efflux|2|QUINOLONE|QUINOLONE|fluoroquinolone_efflux_MFS_transporter_QepA5	3004379	ncbi	Strict	['ciprofloxacin', 'nalidixic acid', 'norfloxacin']	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	QUINOLONE
1028098264|WP_063854808.1|1|1|qnrS10|qnrS|target_protection|2|QUINOLONE|QUINOLONE|quinolone_resistance_pentapeptide_repeat_protein_QnrS10	3004622	ncbi	Perfect	['ciprofloxacin', 'levofloxacin', 'moxifloxacin', 'gatifloxacin', 'nalidixic acid', 'norfloxacin', 'sparfloxacin']	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	QUINOLONE
1028098271|WP_063854815.1|1|1|rgt1438|rgt1438|glycosylation|2|RIFAMYCIN|RIFAMYCIN|Rgt1438_family_rifamycin-inactivating_glycosyltransferase	3002883	ncbi	Perfect	['rifampin', 'rifaximin', 'rifabutin', 'rifapentine']	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']	RIFAMYCIN
1028098280|WP_063854824.1|1|1|rmtA|rmtA|target_modification|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|RmtA_family_16S_rRNA_(guanine(1405)-N(7))-methyltransferase	3000859	ncbi	Perfect	['dibekacin', 'amikacin', 'gentamicin C', 'sisomicin', 'netilmicin', 'kanamycin A', 'tobramycin', 'isepamicin', 'G418', 'arbekacin', 'gentamicin B']	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	AMINOGLYCOSIDE
1028098310|WP_063854854.1|1|1|rmtB2|rmtB|target_modification|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|16S_rRNA_(guanine(1405)-N(7))-methyltransferase_RmtB2	3000860	ncbi	Strict	['dibekacin', 'amikacin', 'gentamicin C', 'sisomicin', 'netilmicin', 'kanamycin A', 'tobramycin', 'isepamicin', 'G418', 'arbekacin', 'gentamicin B']	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	AMINOGLYCOSIDE
1028098366|WP_063854910.1|1|1|rph|rph|phosphotransferase|2|RIFAMYCIN|RIFAMYCIN|rifamycin-inactivating_phosphotransferase_Rph	3000444	ncbi	Perfect	['rifampin', 'rifaximin', 'rifabutin', 'rifapentine']	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']	RIFAMYCIN
1028098376|WP_063854920.1|1|1|sal(A)|sal(A)|target_protection|2|LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN|LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN|ABC-F_type_ribosomal_protection_protein_Sal(A)	3003749	ncbi	Perfect	['streptogramin A antibiotic', 'lincomycin', 'clindamycin', 'virginiamycin M1', 'tiamulin', 'retapamulin']	['lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'pleuromutilin antibiotic', 'pleuromutilin antibiotic']	LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN
1028098403|WP_063854934.1|1|1|sat4|sat4|acetyltransferase|2|STREPTOTHRICIN|STREPTOTHRICIN|streptothricin_N-acetyltransferase_Sat4	3002897	ncbi	Perfect	['streptothricin']	['nucleoside antibiotic']	STREPTOTHRICIN
1028098413|WP_063854935.1|1|1|sat4|sat4|acetyltransferase|2|STREPTOTHRICIN|STREPTOTHRICIN|streptothricin_N-acetyltransferase_Sat4	3002897	ncbi	Strict	['streptothricin']	['nucleoside antibiotic']	STREPTOTHRICIN
1028098417|WP_063854936.1|1|1|sta|sta|acetyltransferase|2|STREPTOTHRICIN|STREPTOTHRICIN|streptothricin_N-acetyltransferase_STAT	3004699	ncbi	Perfect	['streptothricin']	['nucleoside antibiotic']	STREPTOTHRICIN
1028098535|WP_063855037.1|1|1|sul1|sul1|insensitivity|2|SULFONAMIDE|SULFONAMIDE|sulfonamide-resistant_dihydropteroate_synthase_Sul1	3000410	ncbi	Strict	['sulfadiazine', 'sulfadimidine', 'sulfadoxine', 'sulfamethoxazole', 'sulfisoxazole', 'sulfacetamide', 'mafenide', 'sulfasalazine', 'sulfamethizole']	['sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic']	SULFONAMIDE
1028098545|WP_063855046.1|1|1|sul1|sul1|insensitivity|2|SULFONAMIDE|SULFONAMIDE|sulfonamide-resistant_dihydropteroate_synthase_Sul1	3000410	ncbi	Strict	['sulfadiazine', 'sulfadimidine', 'sulfadoxine', 'sulfamethoxazole', 'sulfisoxazole', 'sulfacetamide', 'mafenide', 'sulfasalazine', 'sulfamethizole']	['sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic']	SULFONAMIDE
1028098568|WP_063855066.1|1|1|sul1|sul1|insensitivity|2|SULFONAMIDE|SULFONAMIDE|sulfonamide-resistant_dihydropteroate_synthase_Sul1	3000410	ncbi	Strict	['sulfadiazine', 'sulfadimidine', 'sulfadoxine', 'sulfamethoxazole', 'sulfisoxazole', 'sulfacetamide', 'mafenide', 'sulfasalazine', 'sulfamethizole']	['sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic']	SULFONAMIDE
1028098576|WP_063855074.1|1|1|sul1|sul1|insensitivity|2|SULFONAMIDE|SULFONAMIDE|sulfonamide-resistant_dihydropteroate_synthase_Sul1	3000410	ncbi	Strict	['sulfadiazine', 'sulfadimidine', 'sulfadoxine', 'sulfamethoxazole', 'sulfisoxazole', 'sulfacetamide', 'mafenide', 'sulfasalazine', 'sulfamethizole']	['sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic']	SULFONAMIDE
